ReportingArea,State,IssueDate,ForecastDate,ForecastPeriod,Parameter,AQI,AQI Category,LevelOfHealthConcern,ActionDayName,ActionDay,TimeZone,Latitude,Longitude,Acquired
Central LA CO,CA,1/21/2013 0:00,1/22/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/21/2013 0:00,1/22/2013 0:00,Next Day,OZONE,27,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/21/2013 0:00,1/22/2013 0:00,Next Day,PM10,23,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/21/2013 0:00,1/22/2013 0:00,Next Day,PM2.5,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/22/2013 0:00,1/23/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/22/2013 0:00,1/23/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/22/2013 0:00,1/23/2013 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/22/2013 0:00,1/23/2013 0:00,Next Day,PM10,23,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/22/2013 0:00,1/23/2013 0:00,Next Day,PM2.5,32,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/23/2013 0:00,1/24/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/23/2013 0:00,1/24/2013 0:00,Next Day,NO2,40,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/23/2013 0:00,1/24/2013 0:00,Next Day,OZONE,21,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/23/2013 0:00,1/24/2013 0:00,Next Day,PM10,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/23/2013 0:00,1/24/2013 0:00,Next Day,PM2.5,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/24/2013 0:00,1/25/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/24/2013 0:00,1/25/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/24/2013 0:00,1/25/2013 0:00,Next Day,OZONE,12,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/24/2013 0:00,1/25/2013 0:00,Next Day,PM10,26,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/24/2013 0:00,1/25/2013 0:00,Next Day,PM2.5,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/25/2013 0:00,1/26/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/25/2013 0:00,1/26/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/25/2013 0:00,1/26/2013 0:00,Next Day,OZONE,27,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/25/2013 0:00,1/26/2013 0:00,Next Day,PM10,19,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/25/2013 0:00,1/26/2013 0:00,Next Day,PM2.5,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/26/2013 0:00,1/27/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/26/2013 0:00,1/27/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/26/2013 0:00,1/27/2013 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/26/2013 0:00,1/27/2013 0:00,Next Day,PM10,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/26/2013 0:00,1/27/2013 0:00,Next Day,PM2.5,29,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/27/2013 0:00,1/28/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/27/2013 0:00,1/28/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/27/2013 0:00,1/28/2013 0:00,Next Day,OZONE,27,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/27/2013 0:00,1/28/2013 0:00,Next Day,PM10,21,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/27/2013 0:00,1/28/2013 0:00,Next Day,PM2.5,32,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/28/2013 0:00,1/29/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/28/2013 0:00,1/29/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/28/2013 0:00,1/29/2013 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/28/2013 0:00,1/29/2013 0:00,Next Day,PM10,19,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/28/2013 0:00,1/29/2013 0:00,Next Day,PM2.5,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/29/2013 0:00,1/30/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/29/2013 0:00,1/30/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/29/2013 0:00,1/30/2013 0:00,Next Day,OZONE,21,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/29/2013 0:00,1/30/2013 0:00,Next Day,PM10,28,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/29/2013 0:00,1/30/2013 0:00,Next Day,PM2.5,42,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/30/2013 0:00,1/31/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/30/2013 0:00,1/31/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/30/2013 0:00,1/31/2013 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/30/2013 0:00,1/31/2013 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/30/2013 0:00,1/31/2013 0:00,Next Day,PM2.5,49,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/31/2013 0:00,2/1/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/31/2013 0:00,2/1/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/31/2013 0:00,2/1/2013 0:00,Next Day,OZONE,19,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/31/2013 0:00,2/1/2013 0:00,Next Day,PM10,40,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,1/31/2013 0:00,2/1/2013 0:00,Next Day,PM2.5,65,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/1/2013 0:00,2/2/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/1/2013 0:00,2/2/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/1/2013 0:00,2/2/2013 0:00,Next Day,OZONE,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/1/2013 0:00,2/2/2013 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/1/2013 0:00,2/2/2013 0:00,Next Day,PM2.5,52,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/2/2013 0:00,2/3/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/2/2013 0:00,2/3/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/2/2013 0:00,2/3/2013 0:00,Next Day,OZONE,33,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/2/2013 0:00,2/3/2013 0:00,Next Day,PM10,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/2/2013 0:00,2/3/2013 0:00,Next Day,PM2.5,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/3/2013 0:00,2/4/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/3/2013 0:00,2/4/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/3/2013 0:00,2/4/2013 0:00,Next Day,OZONE,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/3/2013 0:00,2/4/2013 0:00,Next Day,PM10,33,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/3/2013 0:00,2/4/2013 0:00,Next Day,PM2.5,60,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/4/2013 0:00,2/5/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/4/2013 0:00,2/5/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/4/2013 0:00,2/5/2013 0:00,Next Day,OZONE,22,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/4/2013 0:00,2/5/2013 0:00,Next Day,PM10,37,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/4/2013 0:00,2/5/2013 0:00,Next Day,PM2.5,69,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/5/2013 0:00,2/6/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/5/2013 0:00,2/6/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/5/2013 0:00,2/6/2013 0:00,Next Day,OZONE,21,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/5/2013 0:00,2/6/2013 0:00,Next Day,PM10,38,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/5/2013 0:00,2/6/2013 0:00,Next Day,PM2.5,62,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/6/2013 0:00,2/7/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/6/2013 0:00,2/7/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/6/2013 0:00,2/7/2013 0:00,Next Day,OZONE,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/6/2013 0:00,2/7/2013 0:00,Next Day,PM10,46,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/6/2013 0:00,2/7/2013 0:00,Next Day,PM2.5,74,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/7/2013 0:00,2/8/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/7/2013 0:00,2/8/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/7/2013 0:00,2/8/2013 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/7/2013 0:00,2/8/2013 0:00,Next Day,PM10,26,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/7/2013 0:00,2/8/2013 0:00,Next Day,PM2.5,45,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/8/2013 0:00,2/9/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/8/2013 0:00,2/9/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/8/2013 0:00,2/9/2013 0:00,Next Day,OZONE,21,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/8/2013 0:00,2/9/2013 0:00,Next Day,PM10,21,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/8/2013 0:00,2/9/2013 0:00,Next Day,PM2.5,32,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/9/2013 0:00,2/10/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/9/2013 0:00,2/10/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/9/2013 0:00,2/10/2013 0:00,Next Day,OZONE,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/9/2013 0:00,2/10/2013 0:00,Next Day,PM10,23,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/9/2013 0:00,2/10/2013 0:00,Next Day,PM2.5,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/10/2013 0:00,2/11/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/10/2013 0:00,2/11/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/10/2013 0:00,2/11/2013 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/10/2013 0:00,2/11/2013 0:00,Next Day,PM10,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/10/2013 0:00,2/11/2013 0:00,Next Day,PM2.5,29,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/11/2013 0:00,2/12/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/11/2013 0:00,2/12/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/11/2013 0:00,2/12/2013 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/11/2013 0:00,2/12/2013 0:00,Next Day,PM10,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/11/2013 0:00,2/12/2013 0:00,Next Day,PM2.5,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/12/2013 0:00,2/13/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/12/2013 0:00,2/13/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/12/2013 0:00,2/13/2013 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/12/2013 0:00,2/13/2013 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/12/2013 0:00,2/13/2013 0:00,Next Day,PM2.5,52,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/13/2013 0:00,2/14/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/13/2013 0:00,2/14/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/13/2013 0:00,2/14/2013 0:00,Next Day,OZONE,14,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/13/2013 0:00,2/14/2013 0:00,Next Day,PM10,26,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/13/2013 0:00,2/14/2013 0:00,Next Day,PM2.5,49,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/14/2013 0:00,2/15/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/14/2013 0:00,2/15/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/14/2013 0:00,2/15/2013 0:00,Next Day,OZONE,21,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/14/2013 0:00,2/15/2013 0:00,Next Day,PM10,36,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/14/2013 0:00,2/15/2013 0:00,Next Day,PM2.5,60,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/15/2013 0:00,2/16/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/15/2013 0:00,2/16/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/15/2013 0:00,2/16/2013 0:00,Next Day,OZONE,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/15/2013 0:00,2/16/2013 0:00,Next Day,PM10,35,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/15/2013 0:00,2/16/2013 0:00,Next Day,PM2.5,57,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/16/2013 0:00,2/17/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/16/2013 0:00,2/17/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/16/2013 0:00,2/17/2013 0:00,Next Day,OZONE,33,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/16/2013 0:00,2/17/2013 0:00,Next Day,PM10,26,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/16/2013 0:00,2/17/2013 0:00,Next Day,PM2.5,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/17/2013 0:00,2/18/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/17/2013 0:00,2/18/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/17/2013 0:00,2/18/2013 0:00,Next Day,OZONE,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/17/2013 0:00,2/18/2013 0:00,Next Day,PM10,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/17/2013 0:00,2/18/2013 0:00,Next Day,PM2.5,29,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/18/2013 0:00,2/19/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/18/2013 0:00,2/19/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/18/2013 0:00,2/19/2013 0:00,Next Day,OZONE,21,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/18/2013 0:00,2/19/2013 0:00,Next Day,PM10,26,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/18/2013 0:00,2/19/2013 0:00,Next Day,PM2.5,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/19/2013 0:00,2/20/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/19/2013 0:00,2/20/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/19/2013 0:00,2/20/2013 0:00,Next Day,OZONE,24,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/19/2013 0:00,2/20/2013 0:00,Next Day,PM10,14,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/19/2013 0:00,2/20/2013 0:00,Next Day,PM2.5,26,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/20/2013 0:00,2/21/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/20/2013 0:00,2/21/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/20/2013 0:00,2/21/2013 0:00,Next Day,OZONE,14,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/20/2013 0:00,2/21/2013 0:00,Next Day,PM10,22,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/20/2013 0:00,2/21/2013 0:00,Next Day,PM2.5,39,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/21/2013 0:00,2/22/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/21/2013 0:00,2/22/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/21/2013 0:00,2/22/2013 0:00,Next Day,OZONE,34,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/21/2013 0:00,2/22/2013 0:00,Next Day,PM10,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/21/2013 0:00,2/22/2013 0:00,Next Day,PM2.5,38,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/22/2013 0:00,2/23/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/22/2013 0:00,2/23/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/22/2013 0:00,2/23/2013 0:00,Next Day,OZONE,34,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/22/2013 0:00,2/23/2013 0:00,Next Day,PM10,25,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/22/2013 0:00,2/23/2013 0:00,Next Day,PM2.5,50,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/23/2013 0:00,2/24/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/23/2013 0:00,2/24/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/23/2013 0:00,2/24/2013 0:00,Next Day,OZONE,25,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/23/2013 0:00,2/24/2013 0:00,Next Day,PM10,22,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/23/2013 0:00,2/24/2013 0:00,Next Day,PM2.5,50,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/24/2013 0:00,2/25/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/24/2013 0:00,2/25/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/24/2013 0:00,2/25/2013 0:00,Next Day,OZONE,42,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/24/2013 0:00,2/25/2013 0:00,Next Day,PM10,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/24/2013 0:00,2/25/2013 0:00,Next Day,PM2.5,63,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/25/2013 0:00,2/26/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/25/2013 0:00,2/26/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/25/2013 0:00,2/26/2013 0:00,Next Day,OZONE,34,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/25/2013 0:00,2/26/2013 0:00,Next Day,PM10,29,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/25/2013 0:00,2/26/2013 0:00,Next Day,PM2.5,63,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/26/2013 0:00,2/27/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/26/2013 0:00,2/27/2013 0:00,Next Day,NO2,20,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/26/2013 0:00,2/27/2013 0:00,Next Day,OZONE,25,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/26/2013 0:00,2/27/2013 0:00,Next Day,PM10,31,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/26/2013 0:00,2/27/2013 0:00,Next Day,PM2.5,50,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/27/2013 0:00,2/28/2013 0:00,Next Day,CO,15,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/27/2013 0:00,2/28/2013 0:00,Next Day,NO2,30,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/27/2013 0:00,2/28/2013 0:00,Next Day,OZONE,17,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/27/2013 0:00,2/28/2013 0:00,Next Day,PM10,27,1,Good,NULL,0,PST,34.0663,-118.2266,Submitted
Central LA CO,CA,2/27/2013 0:00,2/28/2013 0:00,Next Day,PM2.5,53,2,Moderate,NULL,0,PST,34.0663,-118.2266,Submitted
