"Date","Main Pollutant","Overall AQI Value","CO","SO2","NO2","Ozone","PM10","PM25"
"03/07/2017","PM2.5","52","11","7","50","44","14","52"
"03/08/2017","NO2","62","19","3","62","47","35","59"
"03/09/2017","Ozone","77","18","14","71","77","22","66"
"03/10/2017","Ozone","101","19","4","89","101","30","71"
"03/11/2017","Ozone","101","15","4","45","101","29","71"
"03/12/2017","Ozone","101","11","9","39","101","23","91"
"03/13/2017","PM2.5","125","16","10","69","84","30","125"
"03/14/2017","PM2.5","102","15","11","76","97","49","102"
"03/15/2017","PM2.5","82","14","11","71","54","29","82"
"03/16/2017","PM2.5","72","13","10","44","48","35","72"
"03/17/2017","PM2.5","89","15","20","57","64","36","89"
"03/18/2017","PM2.5","101","7","6","31","74","34","101"
"03/19/2017","PM2.5","79","8","3","25","64","26","79"
"03/20/2017","PM2.5","62","5","3","34","41","30","62"
"03/21/2017","PM2.5","54","6","1","29","25","17","54"
"03/22/2017","PM2.5","54","5","1","32","43","12","54"
"03/23/2017","Ozone","47","6","1","40","47","18","37"
"03/24/2017","PM2.5","56","9","6","35","47","21","56"
"03/25/2017","PM2.5","45","7","1","28","44","19","45"
"03/26/2017","PM2.5","56","8","1","25","49","17","56"
"03/27/2017","PM2.5","48","7","3","36","47","27","48"
"03/28/2017","PM2.5","52","9","10","46","49","27","52"
"03/29/2017","Ozone","64","15","9","58","64","19","55"
"03/30/2017","PM2.5","56","10","1","36","49","42","56"
"03/31/2017","PM2.5","55","6","1","33","49","20","55"
"04/01/2017","PM2.5","58","11","4","37","50","30","58"
"04/02/2017","Ozone","61","11","4","33","61","26","59"
"04/03/2017","PM2.5","75","6","1","28","48","29","75"
"04/04/2017","PM2.5","77","6","6","44","71","31","77"
"04/05/2017","Ozone","100","10","7","50","100","29","68"
"04/06/2017","PM2.5","69","9","7","42","58","34","69"
"04/07/2017","Ozone","77","6","3","31","77","25","61"
"04/08/2017","Ozone","50","5","1","20","50","15","45"
"04/09/2017","Ozone","67","6","4","37","67","18","47"
"04/10/2017","Ozone","97","11","4","56","97","24","54"
"04/11/2017","Ozone","87","10","4","48","87","28","60"
"04/12/2017","PM2.5","55","7","3","31","46","26","55"
"04/13/2017","PM2.5","44","7","6","34","44","30","44"
"04/14/2017","Ozone","58","7","1","37","58","24","42"
"04/15/2017","Ozone","112","11","9","37","112","26","53"
"04/16/2017","Ozone","108","8","7","34","108","22","54"
"04/17/2017","NO2","41","7","7","41","38","19","38"
"04/18/2017","NO2","34","6","3","34","31","18","31"
"04/19/2017","Ozone","49","5","3","35","49","26","45"
"04/20/2017","Ozone","67","7","3","40","67","29","53"
"04/21/2017","Ozone","119","9","11","62","119","28","60"
"04/22/2017","Ozone","161","9","6","45","161","30","59"
"04/23/2017","Ozone","84","7","3","26","84","30","58"
"04/24/2017","PM2.5","57","6","1","33","51","37","57"
"04/25/2017","Ozone","71","5","3","34","71","57","52"
"04/26/2017","PM2.5","53","7","3","35","49","34","53"
"04/27/2017","Ozone","74","5","3","32","74","30","53"
"04/28/2017","Ozone","84","6","4","38","84","32","48"
"04/29/2017","Ozone","100","7","3","48","100","24","41"
"04/30/2017","Ozone","112","11","3","40","112","20","56"
"05/01/2017","Ozone","140","10","6","44","140","43","61"
"05/02/2017","Ozone","147","8","6","47","147","36","63"
"05/03/2017","Ozone","156","6","4","37","156","41","67"
"05/04/2017","Ozone","126","7","6","40","126","43","65"
"05/05/2017","PM2.5","80","6","1","40","58","41","80"
"05/06/2017","PM2.5","52","5","1","11","44","18","52"
"05/07/2017","PM2.5","56","8","0","28","45","18","56"
"05/08/2017","PM2.5","57","11","3","42","50","19","57"
"05/09/2017","PM2.5","64","6","1","29","47","33","64"
"05/10/2017","PM2.5","56","6","1","31","44","20","56"
"05/11/2017","Ozone","61","6","0","40","61","31","57"
"05/12/2017","PM2.5","70","6","3","31","50","33","70"
"05/13/2017","Ozone","67","5","3","28","67","31","55"
"05/14/2017","Ozone","67","6","1","27","67","24","61"
"05/15/2017","PM2.5","52","5","1","32","49","23","52"
"05/16/2017","PM2.5","54","5","3","36","45","25","54"
"05/17/2017","PM2.5","59","5","1","42","48","35","59"
"05/18/2017","NO2","61","8","4","61","49","30","57"
"05/19/2017","Ozone","84","13","3","47","84","46","62"
"05/20/2017","Ozone","122","11","11","42","122","24","61"
"05/21/2017","Ozone","143","8","3","41","143","27","60"
"05/22/2017","Ozone","154","7","6","36","154","43","69"
"05/23/2017","Ozone","112","7","7","43","112","44","65"
"05/24/2017","Ozone","119","6","6","30","119","39","68"
"05/25/2017","PM2.5","54","5","3","16","48","22","54"
"05/26/2017","Ozone","45","3","1","30","45","16","43"
"05/27/2017","Ozone","64","6","1","29","64","19","49"
"05/28/2017","Ozone","108","6","1","26","108","25","80"
"05/29/2017","Ozone","97","5","0","36","97","32","65"
"05/30/2017","Ozone","93","5","1","23","93","41","78"
"05/31/2017","PM2.5","80","5","1","23","67","43","80"
"06/01/2017","Ozone","93","6","1","39","93","32","68"
"06/02/2017","Ozone","136","7","6","38","136","44","75"
"06/03/2017","Ozone","169","6","1","21","169","43","87"
"06/04/2017","Ozone","150","6","13","21","150","36","93"
"06/05/2017","Ozone","101","6","1","25","101","42","77"
"06/06/2017","PM2.5","80","5","0","25","77","37","80"
"06/07/2017","Ozone","101","6","3","33","101","33","68"
"06/08/2017","Ozone","77","5","3","47","77","31","56"
"06/09/2017","Ozone","50","6","4","29","50","30","48"
"06/10/2017","PM2.5","47","3","1","18","40","18","47"
"06/11/2017","PM2.5","48","3","1","17","42","22","48"
"06/12/2017","Ozone","44","5","1","31","44","39","43"
"06/13/2017","Ozone","93","6","6","47","93","33","56"
"06/14/2017","Ozone","159","9","4","42","159","40","63"
"06/15/2017","Ozone","143","9","3","42","143","39","68"
"06/16/2017","Ozone","195","8","7","40","195","38","66"
"06/17/2017","Ozone","190","6","3","34","190","34","66"
"06/18/2017","Ozone","164","7","3","33","164","31","68"
"06/19/2017","Ozone","172","9","7","40","172","44","64"
"06/20/2017","Ozone","197","8","9","49","197","45","76"
"06/21/2017","Ozone","164","8","20","49","164","52","65"
"06/22/2017","Ozone","115","5","3","24","115","46","70"
"06/23/2017","Ozone","156","6","6","27","156","46","71"
"06/24/2017","Ozone","151","5","4","22","151","43","68"
"06/25/2017","Ozone","195","7","3","34","195","40","65"
"06/26/2017","Ozone","129","13","6","53","129","37","64"
"06/27/2017","Ozone","115","8","7","41","115","30","55"
"06/28/2017","Ozone","115","5","3","26","115","38","61"
"06/29/2017","Ozone","150","6","4","32","150","51","105"
"06/30/2017","Ozone","151","5","3","25","151","50","76"
